Be O
a O
part O
of O
a O
new O
organization O
dedicated O
to O
supporting O
women O
in O
STEM O
! O
We're O
holding O
an O
organizational O
meeting O
in O
Davis O
338A O
at O
5PM O
i O
. O
e O
. O
, O
in O
1 O
minute O
. O
Best O
, O
- O
gwa O
- O
Geoffrey O
Challen O
Assistant O
Professor O
, O
Computer O
Science O
University O
at O
Buffalo O
http O
blue O
. O
cse O
. O
buffalo O
. O
edu O
As O
a O
reminder O
, O
we're O
starting O
a O
Scientista O
chapter O
here O
at O
UB O
. O
Scientista O
is O
a O
national O
organization O
that O
creates O
content O
, O
communities O
, O
and O
conferences O
for O
pre O
- O
professional O
women O
in O
science O
, O
technology O
, O
engineering O
, O
and O
math O
( O
STEM O
) O
. O
At O
UB O
our O
goal O
is O
to O
initially O
establish O
a O
chapter O
within O
the O
CS O
department O
before O
branching O
out O
eventually O
into O
other O
engineering O
and O
science O
disciplines O
. O
If O
you'd O
like O
to O
get O
involved O
and O
be O
an O
officer O
, O
come O
to O
an O
information O
and O
planning O
meeting O
tomorrow O
, O
Tuesday O
, O
October O
14th O
, O
at O
5PM O
in O
Davis O
338A O
. O
If O
you're O
not O
sure O
you O
want O
to O
be O
an O
officer O
but O
would O
still O
like O
to O
get O
involved O
, O
you O
can O
1 O
. O
Join O
our O
mailing O
list O
to O
find O
out O
more O
about O
upcoming O
events O
http O
blue O
. O
cse O
. O
buffalo O
. O
edu O
mailman O
listinfo O
scientista O
2 O
. O
Like O
us O
on O
Facebook O
https O
www O
. O
facebook O
. O
com O
ubscientista O
. O
We O
hope O
to O
see O
you O
there O
! O
Natasha O
Sanford O
Dear O
SEAS O
grads O
and O
undergrads O
- O
The O
next O
meeting O
of O
the O
UB O
Design O
Club O
is O
this O
Wednesday O
at O
7pm O
in O
121 O
Cooke O
Hall O
. O
This O
club O
is O
open O
to O
any O
major O
at O
UB O
, O
so O
please O
bring O
your O
friends O
from O
other O
majors O
if O
they O
might O
have O
interest O
. O
Info O
and O
specifics O
about O
the O
meeting O
agenda O
are O
below O
. O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
In O
the O
spirit O
of O
entrepreneurship O
, O
creativity O
, O
product O
design O
, O
and O
design O
thinking O
, O
a O
new O
club O
has O
been O
formed O
here O
at O
UB O
called O
UB O
Design O
Club O
. O
The O
long O
range O
goal O
of O
the O
club O
is O
to O
see O
successful O
products O
through O
from O
concept O
to O
prototype O
to O
market O
, O
much O
like O
a O
startup O
company O
. O
UB O
Design O
Club O
might O
seem O
like O
an O
engineering O
club O
, O
but O
no O
startup O
company O
is O
managed O
by O
just O
engineers O
. O
We O
need O
a O
wide O
and O
diverse O
club O
body O
made O
up O
of O
students O
from O
across O
the O
academic O
spectrum O
E2 O
80 O
93visual O
arts O
, O
graphic O
design O
, O
law O
, O
business O
, O
marketing O
, O
etc O
. O
The O
projects O
that O
the O
club O
undertakes O
will O
require O
an O
assorted O
and O
versatile O
set O
of O
skills O
in O
order O
to O
be O
successful O
. O
The O
inaugural O
meeting O
of O
the O
club O
was O
in O
early O
September O
, O
several O
topics O
were O
discussed O
as O
outlined O
below O
- O
Should O
the O
club O
be O
delegated O
as O
an O
SA O
club O
or O
not O
? O
- O
Many O
pros O
and O
cons O
exist O
( O
e O
. O
g O
. O
funding O
vs O
. O
SA O
politics O
) O
- O
Intellectual O
property O
issues O
( O
IP O
) O
were O
raised O
- O
Mainly O
who O
owns O
the O
IP O
that O
the O
club O
creates O
? O
- O
Ideas O
for O
sharing O
and O
generating O
product O
ideas O
- O
Qwerty O
, O
brainstorming O
, O
pitching O
ideas O
at O
general O
meetings O
and O
a O
Facebook O
page O
were O
discussed O
as O
viable O
options O
- O
Meeting O
structure O
- O
Bi O
- O
weekly O
general O
meetings O
and O
weekly O
team O
project O
- O
based O
meetings O
? O
- O
How O
to O
define O
membership O
- O
How O
to O
gain O
a O
budget O
These O
topics O
will O
be O
picked O
back O
up O
at O
the O
next O
general O
meeting O
, O
and O
they O
will O
all O
eventually O
be O
made O
concrete O
in O
the O
by O
- O
laws O
that O
will O
unfold O
over O
time O
. O
The O
next O
general O
meeting O
will O
be O
Wednesday O
, O
October O
8th O
at O
7PM O
in O
121 O
Cooke O
I O
hope O
to O
see O
all O
of O
you O
( O
and O
your O
friends O
) O
there O
, O
Connor O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
- O
Connor O
McCafferty O
University O
at O
Buffalo O
, O
2015 O
Mechanical O
Engineering O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
3D O
_______________________________ O
Andrew O
Olewnik O
, O
PhD O
Director O
of O
Experiential O
Learning O
Programs O
School O
of O
Engineering O
and O
Applied O
Sciences O
Adjunct O
Professor O
Dept O
of O
Mechanical O
Aerospace O
Engineering O
314 O
Davis O
Hall O
University O
at O
Buffalo O
Buffalo O
, O
NY O
14260 O
olewnik O
@ O
buffalo O
. O
edu O
( O
716 O
) O
645 O
- O
2630 O
_______________________________ O
Dear O
SEAS O
students O
, O
Please O
consider O
the O
opportunity O
below O
being O
led O
by O
your O
colleagues O
. O
This O
is O
an O
excellent O
extracurricular O
experience O
that O
can O
help O
you O
build O
your O
resume O
and O
I'm O
happy O
to O
help O
you O
count O
this O
on O
your O
extracurricular O
